timestamp_sec,vehicle_id,x,y,speed_kmph
1.6,75,411,193,262.12
1.6,75,400,209,262.12
1.7,78,262,424,0.0
1.7,76,62,182,150.93
1.7,60,339,357,378.24
1.7,65,150,165,350.48
1.7,56,373,285,286.06
1.7,77,446,189,288.91
1.7,73,699,437,210.01
1.7,79,320,304,0.0
1.7,65,175,158,350.48
1.7,75,403,204,78.72
1.7,80,34,154,0.0
1.7,59,391,243,122.25
1.7,81,262,152,0.0
1.8,82,299,426,0.0
1.8,79,342,322,383.74
1.8,56,380,282,102.81
1.8,83,28,211,0.0
1.8,84,140,160,0.0
1.8,77,424,207,383.74
1.8,85,230,475,0.0
1.8,75,395,229,354.36
1.8,86,214,155,0.0
1.8,87,293,358,0.0
1.8,88,504,157,0.0
1.9,87,299,381,320.89
1.9,84,120,175,337.5
1.9,79,358,322,216.0
1.9,85,240,445,405.0
1.9,77,414,229,326.24
1.9,56,385,263,265.23
1.9,89,255,150,0.0
1.9,85,240,475,405.0
1.9,88,482,161,301.87
2.0,90,275,448,0.0
2.0,87,323,384,326.52
2.0,91,26,163,0.0
2.0,92,182,158,0.0
2.0,79,371,305,288.91
2.0,77,408,255,360.22
2.0,89,248,151,95.46
2.0,93,79,162,0.0
2.1,94,20,206,0.0
2.1,90,286,441,176.02
2.1,93,83,157,86.44
2.1,95,356,356,0.0
2.1,77,400,284,406.12
2.1,96,470,189,0.0
2.1,97,520,157,0.0
2.1,89,226,152,297.31
2.1,87,290,379,450.58
2.2,98,367,322,0.0
2.2,99,333,424,0.0
2.2,93,103,175,363.25
2.2,100,133,156,0.0
2.2,101,258,476,0.0
2.2,96,463,203,211.31
2.2,102,395,227,0.0
2.2,103,841,467,0.0
2.2,95,328,349,389.63
2.3,95,315,379,441.39
2.3,104,28,193,388.7
2.3,96,455,219,241.5
2.3,105,184,158,0.0
2.3,102,374,252,440.77
2.3,104,39,160,388.7
2.3,106,295,449,0.0
2.3,104,12,150,388.7
2.3,107,67,154,0.0
2.4,106,297,448,30.19
2.4,108,103,168,0.0
2.4,109,37,196,400.7
2.4,109,12,212,400.7
2.4,96,441,240,340.72
2.4,110,344,296,0.0
2.4,107,62,154,67.5
2.4,111,511,158,0.0
2.4,112,578,396,0.0
2.5,113,649,299,381.12
2.5,114,174,157,0.0
2.5,108,81,181,344.98
2.5,115,397,261,0.0
2.5,116,121,169,0.0
2.5,117,334,360,0.0
2.5,118,552,185,0.0
2.5,119,624,418,0.0
2.5,113,675,310,381.12
2.6,120,680,358,0.0
2.6,115,394,289,380.16
2.6,121,725,416,0.0
2.6,117,344,358,137.67
2.6,114,172,160,406.12
2.6,114,143,168,406.12
2.6,122,713,470,0.0
2.6,123,7,233,0.0
2.6,124,220,148,54.0
2.6,124,220,152,54.0
2.7,125,379,327,0.0
2.7,121,714,438,332.06
2.7,123,22,209,356.41
2.7,126,242,441,0.0
2.7,123,43,193,356.41
2.7,127,258,153,0.0
2.7,128,83,187,0.0
2.7,129,298,142,0.0
2.7,130,377,229,0.0
2.7,124,208,155,94.5
2.7,124,215,155,94.5
2.7,131,775,483,0.0
2.8,132,331,394,0.0
2.8,123,75,179,471.53
2.8,133,120,168,0.0
2.8,134,364,269,0.0
2.8,135,15,166,0.0
2.8,136,10,223,0.0
2.8,137,466,169,0.0
2.8,127,249,145,162.56
2.8,129,324,146,355.13
2.9,138,40,197,0.0
2.9,139,587,295,0.0
2.9,123,87,180,162.56
2.9,140,291,470,0.0
2.9,133,145,161,350.48
2.9,141,182,154,0.0
2.9,142,331,322,0.0
2.9,134,382,254,316.32
2.9,135,15,159,94.5
2.9,143,398,195,0.0
2.9,144,52,149,0.0
2.9,137,465,177,108.84
3.0,145,640,418,320.89
3.0,146,617,359,0.0
3.0,138,28,200,166.99
3.0,147,297,389,0.0
3.0,123,117,171,397.05
3.0,142,346,298,343.65
3.0,123,145,162,397.05
3.0,144,61,158,171.83
3.0,148,630,288,0.0
3.0,137,466,186,122.25
3.0,145,631,396,320.89
3.0,142,364,280,343.65
3.0,134,384,222,432.84
3.0,135,20,149,150.93
3.0,149,452,222,0.0
3.0,150,229,149,0.0
3.0,141,208,151,355.13
3.0,141,194,152,355.13
3.0,141,220,148,355.13
3.1,151,681,380,0.0
3.1,138,38,194,157.44
3.1,152,691,451,0.0
3.1,153,94,171,0.0
3.1,154,361,324,0.0
3.1,155,183,158,0.0
3.1,156,251,433,0.0
3.1,157,556,184,0.0
3.1,147,311,369,243.37
3.1,147,310,351,243.37
3.1,150,258,146,383.98
3.1,137,466,194,243.0
3.1,150,230,151,383.98
3.1,149,445,239,248.19
3.1,137,432,194,243.0
3.1,137,450,194,243.0
3.2,152,716,458,350.48
3.2,158,337,388,0.0
3.2,138,23,208,277.0
3.2,153,101,170,95.46
3.2,150,223,153,98.28
3.2,159,32,158,0.0
3.2,137,463,201,199.33
3.2,160,142,156,0.0
3.2,149,432,258,310.79
3.2,156,260,442,171.83
3.2,161,404,195,251.11
3.2,157,554,176,202.5
3.2,157,561,203,202.5
3.2,157,561,188,202.5
3.2,162,338,282,0.0
3.2,163,526,165,0.0
3.2,161,389,206,251.11
3.3,138,42,197,296.39
3.3,164,290,461,0.0
3.3,153,103,177,98.28
3.3,137,459,212,158.01
3.3,165,389,284,0.0
3.3,161,397,216,333.43
3.3,166,402,320,0.0
3.3,160,164,157,297.31
3.3,161,374,225,333.43
3.3,150,257,150,460.78
3.3,167,403,165,0.0
3.3,168,203,152,0.0
3.4,138,44,186,150.93
3.4,153,114,172,163.12
3.4,169,327,373,0.0
3.4,137,454,229,239.22
3.4,170,366,334,0.0
3.4,160,165,162,68.84
3.4,161,387,235,221.42
3.4,165,372,256,440.77
3.4,167,396,176,176.02
3.4,150,278,149,283.82
3.4,165,357,285,440.77
3.5,138,46,191,72.7
3.5,153,120,165,124.46
3.5,137,442,250,326.52
3.5,170,368,320,190.92
3.5,161,376,258,344.18
3.5,171,287,453,0.0
3.5,160,170,159,78.72
3.5,172,325,413,0.0
3.5,169,334,365,143.51
3.5,173,8,232,0.0
3.5,174,587,166,306.07
3.5,174,605,175,306.07
3.5,175,217,154,0.0
3.5,176,13,165,0.0
3.5,150,252,145,366.74
3.5,150,279,148,366.74
3.5,167,372,197,381.12
3.5,167,398,186,381.12
3.5,174,590,158,306.07
3.5,177,517,162,0.0
3.6,172,327,393,271.35
3.6,171,303,463,254.72
3.6,170,357,297,344.18
3.6,138,75,184,402.74
3.6,178,428,285,0.0
3.6,179,629,325,0.0
3.6,180,602,260,0.0
3.6,153,130,166,135.67
3.6,173,22,207,386.82
3.6,176,36,158,324.56
3.6,160,179,155,132.96
3.6,181,811,398,0.0
3.6,150,298,147,353.33
3.6,175,220,154,40.5
3.6,167,390,209,328.75
3.6,182,642,239,297.31
3.6,183,354,222,0.0
3.6,182,664,240,297.31
3.6,184,608,192,0.0
3.6,174,593,180,299.75
3.6,185,5,240,0.0
3.6,150,272,150,353.33
3.6,186,419,189,0.0
3.7,187,661,406,0.0
3.7,188,329,358,0.0
3.7,179,619,300,363.5
3.7,189,418,335,0.0
3.7,153,148,162,248.93
3.7,190,340,260,0.0
3.7,138,80,188,238.84
3.7,191,247,470,0.0
3.7,167,419,196,429.04
3.7,184,617,210,216.42
3.7,160,199,155,432.84
3.7,138,93,176,238.84
3.7,183,367,237,153.92
3.7,182,659,269,397.28
3.7,184,616,226,216.42
3.7,174,605,185,175.5
3.7,183,374,228,153.92
3.7,160,231,153,432.84
3.8,192,278,434,0.0
3.8,193,397,415,0.0
3.8,194,643,364,0.0
3.8,195,329,319,0.0
3.8,196,16,211,0.0
3.8,153,162,163,189.48
3.8,167,414,212,226.3
3.8,179,623,276,328.47
3.8,184,609,211,429.67
3.8,197,707,479,0.0
3.8,160,202,153,391.5
3.8,184,632,233,429.67
3.8,198,667,307,0.0
3.8,199,55,184,0.0
3.8,190,355,260,470.95
3.8,190,371,229,470.95
3.8,200,240,144,0.0
3.8,201,342,271,0.0
3.9,202,287,398,0.0
3.9,203,673,435,0.0
3.9,198,641,328,451.19
3.9,204,696,372,0.0
3.9,196,26,193,382.08
3.9,184,621,234,149.11
3.9,167,396,233,373.39
3.9,199,67,180,170.76
3.9,195,340,299,308.14
3.9,179,651,274,378.96
3.9,205,350,479,0.0
3.9,206,307,330,0.0
3.9,190,354,249,354.36
3.9,196,11,217,382.08
3.9,160,218,154,216.42
4.0,196,26,202,286.38
4.0,207,718,450,0.0
4.0,198,663,322,307.85
4.0,203,676,403,433.89
4.0,179,643,266,152.74
4.0,199,73,185,297.31
4.0,206,319,359,423.69
4.0,208,223,465,0.0
4.0,202,266,419,400.93
4.0,190,370,267,325.12
4.0,209,144,162,435.78
4.0,209,175,153,435.78
4.0,195,330,300,135.67
4.0,199,87,168,297.31
4.0,210,10,156,0.0
4.1,203,681,391,175.5
4.1,202,257,437,271.68
4.1,198,650,314,206.07
4.1,196,24,210,111.32
4.1,206,297,378,392.43
4.1,199,107,175,286.06
4.1,211,681,467,0.0
4.1,209,148,166,404.55
4.1,195,340,313,221.42
4.1,212,452,174,0.0
4.1,213,207,151,0.0
4.1,214,583,163,0.0
4.1,215,54,179,0.0
4.1,216,334,358,0.0
4.1,217,406,225,0.0
4.1,190,369,275,108.84
4.1,208,216,486,298.84
4.2,211,706,459,354.36
4.2,203,682,384,95.46
4.2,196,44,192,363.25
4.2,199,85,180,304.57
4.2,202,234,454,386.11
4.2,206,305,379,108.84
4.2,218,295,440,0.0
4.2,212,457,184,150.93
4.2,209,130,161,252.2
4.2,219,9,222,162.56
4.2,213,195,156,175.5
4.2,195,347,323,164.79
4.2,214,591,171,419.15
4.2,214,621,179,419.15
4.2,190,393,266,346.03
4.2,220,231,152,0.0
4.2,217,399,209,235.77
4.2,221,545,160,0.0
4.2,219,8,210,162.56
4.3,222,743,450,0.0
4.3,212,449,198,217.68
4.3,202,263,454,391.5
4.3,199,116,170,426.27
4.3,199,147,164,426.27
4.3,219,15,220,164.79
4.3,196,75,182,448.76
4.3,196,44,194,448.76
4.3,214,602,176,308.14
4.3,214,613,196,308.14
4.3,223,650,203,0.0
4.3,206,308,395,219.76
4.3,195,359,313,210.88
4.3,190,383,240,213.45
4.3,190,378,255,213.45
4.3,217,412,179,441.39
4.3,213,228,152,448.76
4.4,224,654,253,0.0
4.4,196,75,184,439.74
4.4,212,435,216,307.85
4.4,225,329,360,0.0
4.4,199,127,169,121.5
4.4,195,365,281,352.04
4.4,226,382,436,0.0
4.4,195,351,303,352.04
4.4,214,618,213,455.41
4.4,214,611,180,455.41
4.4,227,20,167,0.0
4.4,213,198,156,408.58
4.4,217,402,186,164.79
4.4,228,582,159,0.0
4.4,229,330,430,0.0
4.4,199,159,158,121.5
4.4,219,8,218,98.28
4.4,199,178,158,121.5
4.4,202,238,454,337.5
4.4,199,169,158,121.5
4.5,196,43,196,439.11
4.5,230,669,318,0.0
4.5,231,272,443,0.0
4.5,212,422,248,466.29
4.5,229,335,399,423.91
4.5,199,140,166,406.12
4.5,224,625,237,447.13
4.5,225,341,344,270.0
4.5,196,66,173,439.11
4.5,213,178,157,270.34
4.5,214,622,191,210.01
4.5,217,401,199,176.02
4.5,228,587,166,116.13
4.6,232,398,295,0.0
4.6,233,39,198,0.0
4.6,234,642,274,0.0
4.6,235,309,428,0.0
4.6,199,119,170,318.61
4.6,236,729,419,0.0
4.6,231,288,468,400.7
4.6,213,189,156,149.11
4.6,224,638,223,257.92
4.6,217,395,217,256.14
4.6,237,24,147,0.0
4.6,199,138,156,318.61
4.6,196,71,154,122.25
4.6,196,70,163,122.25
4.6,238,436,177,0.0
4.6,214,596,172,434.73
4.7,239,369,369,0.0
4.7,240,651,327,0.0
4.7,233,40,190,108.84
4.7,234,662,259,337.5
4.7,196,97,170,376.55
4.7,213,175,158,190.92
4.7,214,601,188,226.3
4.7,241,388,259,0.0
4.7,238,429,193,235.77
4.7,224,633,216,116.13
4.7,232,374,292,326.52
4.7,242,227,153,0.0
4.7,217,410,239,271.35
4.7,243,5,217,55.66
4.7,217,410,224,271.35
4.7,217,412,204,271.35
4.7,243,9,216,55.66
4.8,244,671,417,0.0
4.8,233,27,206,278.31
4.8,245,331,447,0.0
4.8,246,689,321,0.0
4.8,247,61,180,0.0
4.8,248,340,390,0.0
4.8,232,363,315,277.98
4.8,214,609,204,241.5
4.8,196,113,168,217.68
4.8,234,663,252,392.43
4.8,234,641,233,392.43
4.8,238,412,216,386.11
4.8,232,372,299,277.98
4.8,213,163,156,164.23
4.8,241,391,240,259.68
4.8,232,390,289,277.98
4.9,249,730,417,0.0
4.9,250,299,405,0.0
4.9,196,107,177,146.02
4.9,233,45,194,292.05
4.9,248,349,360,422.83
4.9,246,682,299,311.67
4.9,214,627,225,153.92
4.9,213,140,162,320.89
4.9,251,12,225,0.0
4.9,241,380,250,200.69
4.9,232,361,303,434.73
4.9,238,401,207,405.0
4.9,252,663,267,0.0
4.9,253,176,158,0.0
4.9,254,254,147,0.0
4.9,238,425,189,405.0
4.9,214,612,194,153.92
4.9,255,284,490,0.0
4.9,256,584,172,0.0
4.9,214,621,201,153.92
5.0,257,696,369,0.0
5.0,258,348,401,0.0
5.0,233,64,190,262.12
5.0,259,260,459,0.0
5.0,232,341,304,270.34
5.0,251,14,205,271.35
5.0,241,390,257,164.79
5.0,246,668,320,340.72
5.0,196,119,169,194.7
5.0,213,173,162,284.78
5.0,252,637,249,426.91
5.0,238,401,201,364.75
5.0,214,597,180,430.52
5.0,238,422,184,364.75
5.0,260,622,214,0.0
5.0,254,237,147,229.5
5.0,213,205,155,284.78
5.0,261,468,175,0.0
5.0,213,226,153,284.78
5.1,262,291,409,0.0
5.1,263,377,320,0.0
5.1,264,642,290,0.0
5.1,196,134,168,202.95
5.1,233,62,177,177.56
5.1,265,693,408,0.0
5.1,251,18,214,132.96
5.1,266,735,453,0.0
5.1,241,376,237,329.58
5.1,267,179,158,0.0
5.1,238,409,199,267.97
5.1,252,627,237,210.88
5.1,213,215,155,338.58
5.1,214,599,193,177.56
5.1,213,240,153,338.58
5.1,268,300,489,0.0
5.1,261,450,185,277.98
5.2,269,342,425,0.0
5.2,270,656,355,0.0
5.2,271,345,301,0.0
5.2,233,75,185,206.07
5.2,267,184,157,68.84
5.2,241,391,231,218.1
5.2,264,634,274,241.5
5.2,196,123,161,176.02
5.2,238,437,197,378.96
5.2,214,603,210,235.77
5.2,272,4,176,0.0
5.2,252,611,219,325.12
5.2,213,230,154,135.67
5.2,273,770,490,0.0
5.3,274,303,404,0.0
5.3,270,659,330,339.92
5.3,275,701,437,0.0
5.3,276,377,279,0.0
5.3,196,140,166,239.22
5.3,267,177,152,116.13
5.3,233,42,185,445.5
5.3,241,421,218,441.39
5.3,213,225,155,68.84
5.3,214,620,233,386.11
5.3,252,601,191,401.38
5.3,277,7,227,0.0
5.3,264,637,271,57.28
5.3,238,441,165,471.53
5.3,278,262,150,0.0
5.3,238,409,179,471.53
5.3,279,325,143,0.0
5.4,233,70,183,378.96
5.4,275,723,415,420.02
5.4,280,317,368,0.0
5.4,270,660,344,189.48
5.4,276,374,311,433.89
5.4,196,110,165,405.22
5.4,281,625,313,0.0
5.4,214,607,213,322.03
5.4,282,37,159,0.0
5.4,283,399,256,464.92
5.4,267,190,158,108.0
5.4,264,630,261,164.79
5.4,283,384,225,464.92
5.4,284,651,225,135.67
5.4,238,434,174,344.18
5.4,267,198,154,108.0
5.4,213,258,150,450.58
5.4,284,650,215,135.67
5.4,267,212,148,108.0
5.4,267,220,148,108.0
5.5,285,534,390,0.0
5.5,275,717,430,218.1
5.5,276,384,307,145.4
5.5,233,40,183,383.74
5.5,286,304,412,0.0
5.5,270,638,319,449.57
5.5,233,22,205,383.74
5.5,287,345,263,0.0
5.5,196,142,164,422.83
5.5,288,88,155,0.0
5.5,196,172,155,422.83
5.5,289,225,460,0.0
5.5,214,627,233,381.84
5.5,290,667,263,0.0
5.5,283,384,221,54.0
5.5,267,227,153,116.13
5.5,238,418,193,335.33
5.5,291,338,144,0.0
5.5,292,11,130,0.0
5.5,293,784,480,0.0
5.6,294,659,415,0.0
5.6,295,348,395,0.0
5.6,233,32,201,145.4
5.6,288,84,177,423.69
5.6,296,348,317,0.0
5.6,297,634,278,0.0
5.6,298,319,476,0.0
5.6,299,667,299,0.0
5.6,288,111,161,423.69
5.6,276,380,276,421.97
5.6,196,142,154,405.22
5.6,283,410,220,351.26
5.6,270,668,328,422.83
5.6,300,562,172,0.0
5.6,267,198,154,391.73
5.6,214,629,223,137.67
5.6,301,371,226,0.0
5.7,302,369,348,0.0
5.7,233,55,190,344.18
5.7,270,654,334,205.63
5.7,303,709,438,0.0
5.7,304,292,424,0.0
5.7,288,114,173,166.99
5.7,305,699,374,0.0
5.7,300,561,184,162.56
5.7,276,389,258,431.37
5.7,306,351,278,0.0
5.7,298,291,484,393.13
5.7,214,602,209,410.59
5.7,196,160,160,260.73
5.7,297,644,265,221.42
5.7,307,728,484,0.0
5.7,283,427,198,375.34
5.7,276,359,269,431.37
5.7,308,7,227,0.0
5.7,309,235,152,0.0
5.7,196,178,153,260.73
5.8,304,293,445,283.82
5.8,303,690,424,318.61
5.8,302,336,352,448.76
5.8,308,20,199,416.75
5.8,233,70,185,213.45
5.8,288,124,168,150.93
5.8,300,574,197,248.19
5.8,307,748,467,354.36
5.8,214,622,233,421.75
5.8,270,662,322,194.7
5.8,283,420,218,466.09
5.8,306,360,304,371.43
5.8,196,177,158,68.84
5.8,276,371,250,303.37
5.8,309,216,153,256.86
5.8,310,345,143,0.0
5.8,311,445,178,0.0
5.8,312,655,164,0.0
5.8,313,587,152,0.0
5.8,314,283,149,0.0
5.8,315,20,156,0.0
5.8,283,426,252,466.09
5.9,304,296,453,115.34
5.9,316,304,391,0.0
5.9,303,694,402,301.87
5.9,196,184,158,423.91
5.9,317,649,275,0.0
5.9,288,142,165,246.35
5.9,306,336,310,333.97
5.9,318,416,298,0.0
5.9,300,590,219,367.24
5.9,283,409,245,248.19
5.9,311,439,195,243.37
5.9,319,626,191,0.0
5.9,196,215,153,423.91
5.9,320,396,203,0.0
5.9,313,591,167,209.58
5.9,307,761,490,356.67
5.9,308,50,181,472.31
5.9,310,332,144,72.7
5.9,310,337,146,72.7
6.0,316,282,404,344.98
6.0,321,667,346,0.0
6.0,308,60,189,172.88
6.0,318,393,288,338.58
6.0,322,367,372,0.0
6.0,300,594,246,368.48
6.0,283,391,225,363.25
6.0,311,433,216,294.84
6.0,196,194,156,296.08
6.0,319,638,220,423.69
6.0,196,224,155,296.08
6.0,317,652,282,102.81
6.0,323,671,156,0.0
6.0,196,244,146,296.08
6.0,324,9,217,0.0
6.0,325,752,455,0.0
6.0,326,205,491,0.0
6.0,320,408,176,398.88
6.0,313,600,184,259.68
6.0,327,443,159,0.0
6.1,322,360,357,223.46
6.1,328,706,436,0.0
6.1,321,671,363,235.77
6.1,329,605,287,0.0
6.1,324,24,200,306.07
6.1,318,379,271,297.31
6.1,308,63,183,90.56
6.1,319,652,249,434.73
6.1,330,134,168,0.0
6.1,283,417,244,434.73
6.1,331,324,470,0.0
6.1,332,622,212,0.0
6.1,196,274,151,470.95
6.1,313,590,205,314.0
6.1,196,305,135,470.95
6.1,320,431,167,333.43
6.1,333,390,197,0.0
6.1,334,260,152,337.77
6.1,323,687,156,216.0
6.1,334,235,151,337.77
6.2,335,623,350,0.0
6.2,336,351,319,0.0
6.2,331,307,455,306.07
6.2,328,703,455,259.68
6.2,308,89,173,376.07
6.2,337,666,292,0.0
6.2,318,395,280,247.83
6.2,324,36,186,248.93
6.2,330,131,165,57.28
6.2,319,649,243,90.56
6.2,332,598,229,397.05
6.2,338,9,224,0.0
6.2,320,419,182,259.33
6.2,339,184,156,0.0
6.2,323,709,164,316.03
6.2,340,452,161,0.0
6.2,333,380,217,301.87
6.2,341,45,148,0.0
6.2,283,387,236,419.15
6.3,342,310,406,0.0
6.3,324,35,195,122.25
6.3,343,666,441,0.0
6.3,336,360,338,283.82
6.3,344,675,352,0.0
6.3,308,62,183,388.7
6.3,318,394,296,216.42
6.3,330,162,161,265.23
6.3,319,625,260,397.05
6.3,345,110,166,0.0
6.3,337,677,282,200.69
6.3,333,364,248,470.95
6.3,320,407,199,458.4
6.3,346,577,173,0.0
6.3,330,181,156,265.23
6.3,340,454,160,386.82
6.3,323,723,165,189.48
6.3,339,217,154,446.32
6.3,347,276,144,0.0
6.3,320,399,232,458.4
6.3,340,429,174,386.82
6.4,342,315,430,330.96
6.4,348,714,449,0.0
6.4,336,366,365,373.39
6.4,344,706,350,419.37
6.4,330,172,157,122.25
6.4,349,639,303,0.0
6.4,324,24,208,229.9
6.4,345,113,171,78.72
6.4,350,355,295,0.0
6.4,333,387,259,344.18
6.4,320,401,221,150.93
6.4,346,584,190,326.52
6.4,339,214,154,40.5
6.4,323,723,172,94.5
6.4,340,446,165,438.07
6.4,346,581,166,326.52
6.4,351,237,489,0.0
6.4,340,419,183,438.07
6.4,347,249,144,364.5
6.5,352,661,375,0.0
6.5,348,746,439,452.6
6.5,353,328,372,0.0
6.5,342,313,451,284.78
6.5,330,172,159,27.0
6.5,354,78,178,0.0
6.5,333,399,249,210.88
6.5,323,744,189,364.75
6.5,350,359,294,55.66
6.5,355,46,160,0.0
6.5,356,608,207,0.0
6.5,357,683,271,0.0
6.5,346,587,175,146.02
6.5,320,411,188,205.63
6.5,320,429,174,205.63
6.5,339,214,155,13.5
6.5,347,276,152,380.16
6.5,320,443,168,205.63
6.6,353,329,339,445.7
6.6,358,707,461,0.0
6.6,359,254,454,0.0
6.6,360,778,207,0.0
6.6,350,384,284,363.5
6.6,355,42,193,448.76
6.6,356,626,231,405.0
6.6,361,11,210,0.0
6.6,339,216,155,27.0
6.6,346,603,191,305.47
6.6,362,603,334,0.0
6.6,363,716,336,0.0
6.6,330,140,161,432.84
6.6,364,22,150,0.0
6.6,320,435,176,397.05
6.6,320,418,188,397.05
6.6,320,401,212,397.05
6.6,347,253,151,310.79
6.7,365,298,414,0.0
6.7,353,354,329,363.5
6.7,355,40,192,137.67
