timestamp_sec,vehicle_id,x,y,speed_kmph
1.0,1,139,168,162.56
1.0,43,332,347,461.38
1.0,41,236,459,365.5
1.0,48,16,163,0.0
1.0,45,571,202,352.04
1.0,2,185,156,76.37
1.0,49,447,188,368.73
1.0,37,375,235,430.73
1.0,50,220,150,459.79
1.0,47,520,155,445.3
1.0,49,447,170,368.73
1.0,50,254,152,459.79
1.0,49,472,159,368.73
1.0,51,304,141,338.58
1.0,51,294,118,338.58
1.0,52,590,164,0.0
1.1,35,294,442,411.47
1.1,53,63,153,0.0
1.1,48,23,161,98.28
1.1,54,602,234,0.0
1.1,2,203,156,243.0
1.1,47,536,174,335.33
1.1,55,412,214,439.74
1.1,41,242,485,360.22
1.1,55,422,183,439.74
1.1,56,352,298,0.0
1.2,57,668,373,0.0
1.2,58,634,279,0.0
1.2,53,78,155,204.29
1.2,56,368,291,235.77
1.2,59,410,223,370.7
1.2,54,619,237,233.05
1.2,60,309,377,0.0
1.2,61,812,436,0.0
1.2,59,395,246,370.7
1.2,62,598,194,0.0
1.2,55,421,181,30.19
1.3,57,661,341,442.22
1.3,60,320,360,273.35
1.3,63,34,185,0.0
1.3,64,716,433,0.0
1.3,56,363,293,72.7
1.3,58,644,279,135.0
1.3,54,620,229,108.84
1.3,59,384,258,219.76
1.3,65,130,154,0.0
1.3,55,403,209,416.97
1.3,66,167,156,0.0
1.3,55,418,182,416.97
1.3,67,742,489,0.0
1.3,68,263,148,0.0
1.3,69,369,222,0.0
1.4,70,275,442,0.0
1.4,60,328,359,108.84
1.4,71,684,416,0.0
1.4,57,656,337,86.44
1.4,65,140,161,164.79
1.4,58,654,262,266.26
1.4,56,357,302,146.02
1.4,63,45,183,150.93
1.4,67,754,469,314.87
1.4,72,28,150,0.0
1.4,59,392,237,459.2
1.4,66,182,156,355.13
1.4,55,407,197,382.08
1.4,55,431,182,382.08
1.4,59,361,251,459.2
1.4,66,208,160,355.13
1.5,70,282,444,98.28
1.5,60,325,361,48.67
1.5,71,685,402,189.48
1.5,73,712,460,0.0
1.5,65,155,159,204.29
1.5,59,383,269,383.74
1.5,63,19,206,468.63
1.5,57,664,317,290.8
1.5,66,219,152,183.62
1.5,56,340,303,229.9
1.5,74,96,157,0.0
1.5,75,399,223,0.0
1.5,55,413,188,256.14
1.6,76,57,192,0.0
1.6,70,297,438,218.1
1.6,73,710,448,164.23
1.6,60,311,356,200.69
1.6,56,366,305,352.04
1.6,74,102,170,193.29
1.6,71,681,395,108.84
1.6,65,150,156,78.72
1.6,59,392,252,259.68
1.6,77,463,176,0.0
